Date,Adj Close
2016-11-07,190.8431396484375
2016-11-08,191.7026824951172
2016-11-09,193.73509216308594
2016-11-10,194.2185516357422
2016-11-11,193.77093505859375
2016-11-14,193.9230499267578
2016-11-15,195.43630981445312
2016-11-16,195.0691375732422
2016-11-17,196.07196044921875
2016-11-18,195.6332550048828
2016-11-21,197.11056518554688
2016-11-22,197.49554443359375
2016-11-23,197.6029815673828
2016-11-25,198.33718872070312
2016-11-28,197.406005859375
2016-11-29,197.79100036621094
2016-11-30,197.3164825439453
2016-12-01,196.5912628173828
2016-12-02,196.6897430419922
2016-12-05,197.87159729003906
2016-12-06,198.49835205078125
2016-12-07,201.09487915039062
2016-12-08,201.5872802734375
2016-12-09,202.80494689941406
2016-12-12,202.57217407226562
2016-12-13,203.92413330078125
2016-12-14,202.2408905029297
2016-12-15,203.0735626220703
2016-12-16,202.67642211914062
2016-12-19,203.1177215576172
2016-12-20,203.90122985839844
2016-12-21,203.33389282226562
2016-12-22,202.98263549804688
2016-12-23,203.27980041503906
2016-12-27,203.78414916992188
2016-12-28,202.09996032714844
2016-12-29,202.05496215820312
2016-12-30,201.3164825439453
2017-01-03,202.85655212402344
2017-01-04,204.06336975097656
2017-01-05,203.90122985839844
2017-01-06,204.6307830810547
2017-01-09,203.95529174804688
2017-01-10,203.95529174804688
2017-01-11,204.5316925048828
2017-01-12,204.0183563232422
2017-01-13,204.48666381835938
2017-01-17,203.7661590576172
2017-01-18,204.21649169921875
2017-01-19,203.45994567871094
2017-01-20,204.20748901367188
2017-01-23,203.6760711669922
2017-01-24,204.9819793701172
2017-01-25,206.7562713623047
2017-01-26,206.54006958007812
2017-01-27,206.21588134765625
2017-01-30,204.93698120117188
2017-01-31,204.91896057128906
2017-02-01,204.99998474121094
2017-02-02,205.13510131835938
2017-02-03,206.54908752441406
2017-02-06,206.17982482910156
2017-02-07,206.18882751464844
2017-02-08,206.45901489257812
2017-02-09,207.68389892578125
2017-02-10,208.50343322753906
2017-02-13,209.6382293701172
2017-02-14,210.4757843017578
2017-02-15,211.57455444335938
2017-02-16,211.39447021484375
2017-02-17,211.72769165039062
2017-02-21,212.98858642578125
2017-02-22,212.79937744140625
2017-02-23,212.94354248046875
2017-02-24,213.21368408203125
2017-02-27,213.54690551757812
2017-02-28,212.9705047607422
2017-03-01,215.9515838623047
2017-03-02,214.59165954589844
2017-03-03,214.72674560546875
2017-03-06,214.0872802734375
2017-03-07,213.44786071777344
2017-03-08,213.05162048339844
2017-03-09,213.32176208496094
2017-03-10,214.0692596435547
2017-03-13,214.1773223876953
2017-03-14,213.35780334472656
2017-03-15,215.20408630371094
2017-03-16,214.78079223632812
2017-03-17,214.40362548828125
2017-03-20,214.16842651367188
2017-03-21,211.4185791015625
2017-03-22,211.91612243652344
2017-03-23,211.68997192382812
2017-03-24,211.5361785888672
2017-03-27,211.31910705566406
2017-03-28,212.85684204101562
2017-03-29,213.0558319091797
2017-03-30,213.7342071533203
2017-03-31,213.2367401123047
2017-04-03,212.86587524414062
2017-04-04,213.00152587890625
2017-04-05,212.36834716796875
2017-04-06,212.96536254882812
2017-04-07,212.74827575683594
2017-04-10,212.8749237060547
2017-04-11,212.62164306640625
2017-04-12,211.68997192382812
2017-04-13,210.3150634765625
2017-04-17,212.1783905029297
2017-04-18,211.54525756835938
2017-04-19,211.15626525878906
2017-04-20,212.8749237060547
2017-04-21,212.1964874267578
2017-04-24,214.5302276611328
2017-04-25,215.77845764160156
2017-04-26,215.642822265625
2017-04-27,215.82376098632812
2017-04-28,215.35333251953125
2017-05-01,215.8960723876953
2017-05-02,215.97750854492188
2017-05-03,215.71519470214844
2017-05-04,215.9684295654297
2017-05-05,216.81871032714844
2017-05-08,216.78250122070312
2017-05-09,216.58352661132812
2017-05-10,216.97244262695312
2017-05-11,216.52928161621094
2017-05-12,216.1674346923828
2017-05-15,217.36143493652344
2017-05-16,217.16241455078125
2017-05-17,213.30909729003906
2017-05-18,214.16842651367188
2017-05-19,215.56141662597656
2017-05-22,216.65589904785156
2017-05-23,217.1352996826172
2017-05-24,217.64181518554688
2017-05-25,218.6820526123047
2017-05-26,218.63685607910156
2017-05-30,218.44686889648438
2017-05-31,218.39263916015625
2017-06-01,220.12933349609375
2017-06-02,220.8620147705078
2017-06-05,220.69918823242188
2017-06-06,219.99363708496094
2017-06-07,220.4007110595703
2017-06-08,220.50926208496094
2017-06-09,220.174560546875
2017-06-12,220.12933349609375
2017-06-13,221.2057342529297
2017-06-14,220.92527770996094
2017-06-15,220.5001983642578
2017-06-16,220.54840087890625
2017-06-19,222.38446044921875
2017-06-20,220.8846435546875
2017-06-21,220.83018493652344
2017-06-22,220.7301483154297
2017-06-23,220.99375915527344
2017-06-26,221.13917541503906
2017-06-27,219.3576202392578
2017-06-28,221.32101440429688
2017-06-29,219.37582397460938
2017-06-30,219.78488159179688
2017-07-03,220.15753173828125
2017-07-05,220.66653442382812
2017-07-06,218.648681640625
2017-07-07,220.06666564941406
2017-07-10,220.30296325683594
2017-07-11,220.1393280029297
2017-07-12,221.7936553955078
2017-07-13,222.1663055419922
2017-07-14,223.20249938964844
2017-07-17,223.1752471923828
2017-07-18,223.29339599609375
2017-07-19,224.50228881835938
2017-07-20,224.60231018066406
2017-07-21,224.4023895263672
2017-07-24,224.3477783203125
2017-07-25,224.8931884765625
2017-07-26,224.90228271484375
2017-07-27,224.69320678710938
2017-07-28,224.42959594726562
2017-07-31,224.30235290527344
2017-08-01,224.8022918701172
2017-08-02,224.911376953125
2017-08-03,224.4750518798828
2017-08-04,224.88409423828125
2017-08-07,225.30221557617188
2017-08-08,224.7477264404297
2017-08-09,224.73863220214844
2017-08-10,221.56640625
2017-08-11,221.89364624023438
2017-08-14,224.09329223632812
2017-08-15,224.06602478027344
2017-08-16,224.4568634033203
2017-08-17,220.95741271972656
2017-08-18,220.61199951171875
2017-08-21,220.78469848632812
2017-08-22,223.09344482421875
2017-08-23,222.29356384277344
2017-08-24,221.7754669189453
2017-08-25,222.29356384277344
2017-08-28,222.3026885986328
2017-08-29,222.55714416503906
2017-08-30,223.6115264892578
2017-08-31,224.956787109375
2017-09-01,225.27491760253906
2017-09-05,223.65699768066406
2017-09-06,224.4204864501953
2017-09-07,224.39328002929688
2017-09-08,224.12965393066406
2017-09-11,226.52020263671875
2017-09-12,227.28370666503906
2017-09-13,227.39280700683594
2017-09-14,227.32008361816406
2017-09-15,227.62608337402344
2017-09-18,228.1102294921875
2017-09-19,228.33860778808594
2017-09-20,228.42080688476562
2017-09-21,227.80877685546875
2017-09-22,227.85446166992188
2017-09-25,227.38858032226562
2017-09-26,227.5255889892578
2017-09-27,228.41168212890625
2017-09-28,228.68569946289062
2017-09-29,229.48956298828125
2017-10-02,230.48526000976562
2017-10-03,230.97850036621094
2017-10-04,231.25254821777344
2017-10-05,232.6227569580078
2017-10-06,232.3578338623047
2017-10-09,231.9741973876953
2017-10-10,232.58621215820312
2017-10-11,232.9515838623047
2017-10-12,232.60446166992188
2017-10-13,232.88763427734375
2017-10-16,233.19821166992188
2017-10-17,233.36264038085938
2017-10-18,233.59100341796875
2017-10-19,233.6549530029297
2017-10-20,234.8606719970703
2017-10-23,233.94725036621094
2017-10-24,234.3583221435547
2017-10-25,233.19821166992188
2017-10-26,233.49966430664062
2017-10-27,235.40884399414062
2017-10-30,234.53189086914062
2017-10-31,234.89724731445312
2017-11-01,235.20782470703125
2017-11-02,235.29920959472656
2017-11-03,236.08474731445312
2017-11-06,236.45016479492188
2017-11-07,236.28575134277344
2017-11-08,236.6876678466797
2017-11-09,235.82899475097656
2017-11-10,235.75592041015625
2017-11-13,235.97512817382812
2017-11-14,235.42709350585938
2017-11-15,234.24871826171875
2017-11-16,236.2400665283203
2017-11-17,235.5458221435547
2017-11-20,235.94773864746094
2017-11-21,237.49151611328125
2017-11-22,237.2814178466797
2017-11-24,237.82945251464844
2017-11-27,237.7107696533203
2017-11-28,240.12228393554688
2017-11-29,239.97613525390625
2017-11-30,242.07708740234375
2017-12-01,241.57461547851562
2017-12-04,241.2823486328125
2017-12-05,240.41456604003906
2017-12-06,240.46023559570312
2017-12-07,241.21841430664062
2017-12-08,242.5338592529297
2017-12-11,243.2646484375
2017-12-12,243.6939239501953
2017-12-13,243.6665802001953
2017-12-14,242.6708984375
2017-12-15,244.6916961669922
2017-12-18,246.2432861328125
2017-12-19,245.29763793945312
2017-12-20,245.16909790039062
2017-12-21,245.67405700683594
2017-12-22,245.6097869873047
2017-12-26,245.31597900390625
2017-12-27,245.4353790283203
2017-12-28,245.9403533935547
2017-12-29,245.0130157470703
2018-01-02,246.76663208007812
2018-01-03,248.3274688720703
2018-01-04,249.37413024902344
2018-01-05,251.0359649658203
2018-01-08,251.4950408935547
2018-01-09,252.06431579589844
2018-01-10,251.6786651611328
2018-01-11,253.5149383544922
2018-01-12,255.16754150390625
2018-01-16,254.2953338623047
2018-01-17,256.71917724609375
2018-01-18,256.2877502441406
2018-01-19,257.4537353515625
2018-01-22,259.547119140625
2018-01-23,260.09796142578125
2018-01-24,259.9969482421875
2018-01-25,260.1072082519531
2018-01-26,263.1186218261719
2018-01-29,261.37420654296875
2018-01-30,258.69317626953125
2018-01-31,258.8217468261719
2018-02-01,258.5279541015625
